#version: AntiShare
#This file is used for mapping common names to Material enum entries
#item,material name
stainedglass,STAINED_GLASS
orangeglass,STAINED_GLASS
orangesglass,STAINED_GLASS
orangestainedglass,STAINED_GLASS
oglass,STAINED_GLASS
osglass,STAINED_GLASS
ostainedglass,STAINED_GLASS
magentaglass,STAINED_GLASS
magentasglass,STAINED_GLASS
magentastainedglass,STAINED_GLASS
mglass,STAINED_GLASS
msglass,STAINED_GLASS
mstainedglass,STAINED_GLASS
lightblueglass,STAINED_GLASS
lightbluesglass,STAINED_GLASS
lightbluestainedglass,STAINED_GLASS
lblueglass,STAINED_GLASS
lbluesglass,STAINED_GLASS
lbluestainedglass,STAINED_GLASS
lightbluglass,STAINED_GLASS
lightblusglass,STAINED_GLASS
lightblustainedglass,STAINED_GLASS
lbluglass,STAINED_GLASS
lblusglass,STAINED_GLASS
lblustainedglass,STAINED_GLASS
lbglass,STAINED_GLASS
lbsglass,STAINED_GLASS
lbstainedglass,STAINED_GLASS
yellowglass,STAINED_GLASS
yellowsglass,STAINED_GLASS
yellowstainedglass,STAINED_GLASS
yglass,STAINED_GLASS
ysglass,STAINED_GLASS
ystainedglass,STAINED_GLASS
lightgreenglass,STAINED_GLASS
lightgreensglass,STAINED_GLASS
lightgreenstainedglass,STAINED_GLASS
lgreenglass,STAINED_GLASS
lgreensglass,STAINED_GLASS
lgreenstainedglass,STAINED_GLASS
lightgreglass,STAINED_GLASS
lightgresglass,STAINED_GLASS
lightgrestainedglass,STAINED_GLASS
lgreglass,STAINED_GLASS
lgresglass,STAINED_GLASS
lgrestainedglass,STAINED_GLASS
limeglass,STAINED_GLASS
limesglass,STAINED_GLASS
limestainedglass,STAINED_GLASS
lglass,STAINED_GLASS
lsglass,STAINED_GLASS
lstainedglass,STAINED_GLASS
pinkglass,STAINED_GLASS
pinksglass,STAINED_GLASS
pinkstainedglass,STAINED_GLASS
piglass,STAINED_GLASS
pisglass,STAINED_GLASS
pistainedglass,STAINED_GLASS
darkgrayglass,STAINED_GLASS
darkgraysglass,STAINED_GLASS
darkgraystainedglass,STAINED_GLASS
dgrayglass,STAINED_GLASS
dgraysglass,STAINED_GLASS
dgraystainedglass,STAINED_GLASS
darkgreyglass,STAINED_GLASS
darkgreysglass,STAINED_GLASS
darkgreystainedglass,STAINED_GLASS
dgreyglass,STAINED_GLASS
dgreysglass,STAINED_GLASS
dgreystainedglass,STAINED_GLASS
darkgraglass,STAINED_GLASS
darkgrasglass,STAINED_GLASS
darkgrastainedglass,STAINED_GLASS
dgraglass,STAINED_GLASS
dgrasglass,STAINED_GLASS
dgrastainedglass,STAINED_GLASS
grayglass,STAINED_GLASS
graysglass,STAINED_GLASS
graystainedglass,STAINED_GLASS
greyglass,STAINED_GLASS
greysglass,STAINED_GLASS
greystainedglass,STAINED_GLASS
graglass,STAINED_GLASS
grasglass,STAINED_GLASS
grastainedglass,STAINED_GLASS
lightgrayglass,STAINED_GLASS
lightgraysglass,STAINED_GLASS
lightgraystainedglass,STAINED_GLASS
lgrayglass,STAINED_GLASS
lgraysglass,STAINED_GLASS
lgraystainedglass,STAINED_GLASS
lightgreyglass,STAINED_GLASS
lightgreysglass,STAINED_GLASS
lightgreystainedglass,STAINED_GLASS
lgreyglass,STAINED_GLASS
lgreysglass,STAINED_GLASS
lgreystainedglass,STAINED_GLASS
lightgraglass,STAINED_GLASS
lightgrasglass,STAINED_GLASS
lightgrastainedglass,STAINED_GLASS
lgraglass,STAINED_GLASS
lgrasglass,STAINED_GLASS
lgrastainedglass,STAINED_GLASS
silverglass,STAINED_GLASS
silversglass,STAINED_GLASS
silverstainedglass,STAINED_GLASS
siglass,STAINED_GLASS
siasglass,STAINED_GLASS
siastainedglass,STAINED_GLASS
cyanglass,STAINED_GLASS
cyansglass,STAINED_GLASS
cyanstainedglass,STAINED_GLASS
cglass,STAINED_GLASS
csglass,STAINED_GLASS
cstainedglass,STAINED_GLASS
purpleglass,STAINED_GLASS
purplesglass,STAINED_GLASS
purplestainedglass,STAINED_GLASS
puglass,STAINED_GLASS
pusglass,STAINED_GLASS
pustainedglass,STAINED_GLASS
blueglass,STAINED_GLASS
bluesglass,STAINED_GLASS
bluestainedglass,STAINED_GLASS
bluglass,STAINED_GLASS
blusglass,STAINED_GLASS
blustainedglass,STAINED_GLASS
brownglass,STAINED_GLASS
brownsglass,STAINED_GLASS
brownstainedglass,STAINED_GLASS
broglass,STAINED_GLASS
brosglass,STAINED_GLASS
brostainedglass,STAINED_GLASS
darkgreenglass,STAINED_GLASS
darkgreensglass,STAINED_GLASS
darkgreenstainedglass,STAINED_GLASS
dgreenglass,STAINED_GLASS
dgreensglass,STAINED_GLASS
dgreenstainedglass,STAINED_GLASS
greenglass,STAINED_GLASS
greensglass,STAINED_GLASS
greenstainedglass,STAINED_GLASS
darkgreglass,STAINED_GLASS
darkgresglass,STAINED_GLASS
darkgrestainedglass,STAINED_GLASS
dgreglass,STAINED_GLASS
dgresglass,STAINED_GLASS
dgrestainedglass,STAINED_GLASS
greglass,STAINED_GLASS
gresglass,STAINED_GLASS
grestainedglass,STAINED_GLASS
redglass,STAINED_GLASS
redsglass,STAINED_GLASS
redstainedglass,STAINED_GLASS
rglass,STAINED_GLASS
rsglass,STAINED_GLASS
rstainedglass,STAINED_GLASS
blackglass,STAINED_GLASS
blacksglass,STAINED_GLASS
blackstainedglass,STAINED_GLASS
blaglass,STAINED_GLASS
blasglass,STAINED_GLASS
blastainedglass,STAINED_GLASS
trapdoor,TRAP_DOOR
doortrap,TRAP_DOOR
hatch,TRAP_DOOR
tdoor,TRAP_DOOR
doort,TRAP_DOOR
trapd,TRAP_DOOR
dtrap,TRAP_DOOR
silverfish,MONSTER_EGGS
silverfishsmoothstone,MONSTER_EGGS
silverfishsstone,MONSTER_EGGS
sfishsmoothstone,MONSTER_EGGS
sfishsstone,MONSTER_EGGS
fishsmoothstone,MONSTER_EGGS
fishsstone,MONSTER_EGGS
sfsmoothstone,MONSTER_EGGS
sfsstone,MONSTER_EGGS
trapsmoothstone,MONSTER_EGGS
trapsstone,MONSTER_EGGS
monsteregg,MONSTER_EGG
monstereggsmoothstone,MONSTER_EGGS
monstereggsstone,MONSTER_EGGS
meggsmoothstone,MONSTER_EGGS
meggsstone,MONSTER_EGGS
mesmoothstone,MONSTER_EGGS
messtone,MONSTER_EGGS
silverfishcobblestone,MONSTER_EGGS
silverfishcstone,MONSTER_EGGS
sfishcobblestone,MONSTER_EGGS
sfishcstone,MONSTER_EGGS
fishcobblestone,MONSTER_EGGS
fishcstone,MONSTER_EGGS
sfcobblestone,MONSTER_EGGS
sfcstone,MONSTER_EGGS
trapcobblestone,MONSTER_EGGS
trapcstone,MONSTER_EGGS
monstereggcobblestone,MONSTER_EGGS
monstereggcstone,MONSTER_EGGS
meggcobblestone,MONSTER_EGGS
meggcstone,MONSTER_EGGS
mecobblestone,MONSTER_EGGS
mecstone,MONSTER_EGGS
silverfishstonebrick,MONSTER_EGGS
silverfishsbrick,MONSTER_EGGS
sfishstonebrick,MONSTER_EGGS
sfishsbrick,MONSTER_EGGS
fishstonebrick,MONSTER_EGGS
fishsbrick,MONSTER_EGGS
sfstonebrick,MONSTER_EGGS
sfsbrick,MONSTER_EGGS
trapstonebrick,MONSTER_EGGS
trapsbrick,MONSTER_EGGS
monstereggstonebrick,MONSTER_EGGS
monstereggsbrick,MONSTER_EGGS
meggstonebrick,MONSTER_EGGS
meggsbrick,MONSTER_EGGS
mestonebrick,MONSTER_EGGS
mesbrick,MONSTER_EGGS
silverfishmossystonebrick,MONSTER_EGGS
silverfishmossstonebrick,MONSTER_EGGS
silverfishmstonebrick,MONSTER_EGGS
silverfishmsbrick,MONSTER_EGGS
sfishmossystonebrick,MONSTER_EGGS
sfishmossstonebrick,MONSTER_EGGS
sfishmstonebrick,MONSTER_EGGS
sfishmsbrick,MONSTER_EGGS
fishmossystonebrick,MONSTER_EGGS
fishmossstonebrick,MONSTER_EGGS
fishmstonebrick,MONSTER_EGGS
fishmsbrick,MONSTER_EGGS
sfmossystonebrick,MONSTER_EGGS
sfmossstonebrick,MONSTER_EGGS
sfmstonebrick,MONSTER_EGGS
sfmsbrick,MONSTER_EGGS
trapmossystonebrick,MONSTER_EGGS
trapmossstonebrick,MONSTER_EGGS
trapmstonebrick,MONSTER_EGGS
trapmsbrick,MONSTER_EGGS
monstereggmossystonebrick,MONSTER_EGGS
monstereggmossstonebrick,MONSTER_EGGS
monstereggmstonebrick,MONSTER_EGGS
monstereggmsbrick,MONSTER_EGGS
meggmossystonebrick,MONSTER_EGGS
meggmossstonebrick,MONSTER_EGGS
meggmstonebrick,MONSTER_EGGS
meggmsbrick,MONSTER_EGGS
memossystonebrick,MONSTER_EGGS
memossstonebrick,MONSTER_EGGS
memstonebrick,MONSTER_EGGS
memsbrick,MONSTER_EGGS
silverfishcrackedstonebrick,MONSTER_EGGS
silverfishcrackstonebrick,MONSTER_EGGS
silverfishcrstonebrick,MONSTER_EGGS
silverfishcrsbrick,MONSTER_EGGS
sfishcrackedstonebrick,MONSTER_EGGS
sfishcrackstonebrick,MONSTER_EGGS
sfishcrstonebrick,MONSTER_EGGS
sfishcrsbrick,MONSTER_EGGS
fishcrackedstonebrick,MONSTER_EGGS
fishcrackstonebrick,MONSTER_EGGS
fishcrstonebrick,MONSTER_EGGS
fishcrsbrick,MONSTER_EGGS
sfcrackedstonebrick,MONSTER_EGGS
sfcrackstonebrick,MONSTER_EGGS
sfcrstonebrick,MONSTER_EGGS
sfcrsbrick,MONSTER_EGGS
trapcrackedstonebrick,MONSTER_EGGS
trapcrackstonebrick,MONSTER_EGGS
trapcrstonebrick,MONSTER_EGGS
trapcrsbrick,MONSTER_EGGS
monstereggcrackedstonebrick,MONSTER_EGGS
monstereggcrackstonebrick,MONSTER_EGGS
monstereggcrstonebrick,MONSTER_EGGS
monstereggcrsbrick,MONSTER_EGGS
meggcrackedstonebrick,MONSTER_EGGS
meggcrackstonebrick,MONSTER_EGGS
meggcrstonebrick,MONSTER_EGGS
meggcrsbrick,MONSTER_EGGS
mecrackedstonebrick,MONSTER_EGGS
mecrackstonebrick,MONSTER_EGGS
mecrstonebrick,MONSTER_EGGS
mecrsbrick,MONSTER_EGGS
silverfishcirclestonebrick,MONSTER_EGGS
silverfishcistonebrick,MONSTER_EGGS
silverfishcisbrick,MONSTER_EGGS
sfishcirclestonebrick,MONSTER_EGGS
sfishcistonebrick,MONSTER_EGGS
sfishcisbrick,MONSTER_EGGS
fishcirclestonebrick,MONSTER_EGGS
fishcistonebrick,MONSTER_EGGS
fishcisbrick,MONSTER_EGGS
sfcirclestonebrick,MONSTER_EGGS
sfcistonebrick,MONSTER_EGGS
sfcisbrick,MONSTER_EGGS
trapcirclestonebrick,MONSTER_EGGS
trapcistonebrick,MONSTER_EGGS
trapcisbrick,MONSTER_EGGS
monstereggcirclestonebrick,MONSTER_EGGS
monstereggcistonebrick,MONSTER_EGGS
monstereggcisbrick,MONSTER_EGGS
meggcirclestonebrick,MONSTER_EGGS
meggcistonebrick,MONSTER_EGGS
meggcisbrick,MONSTER_EGGS
mecirclestonebrick,MONSTER_EGGS
mecistonebrick,MONSTER_EGGS
mecisbrick,MONSTER_EGGS
stonebrick,SMOOTH_BRICK
stonebricks,SMOOTH_BRICK
stonebrickblock,SMOOTH_BRICK
stonebb,SMOOTH_BRICK
sbrick,SMOOTH_BRICK
mossystonebrick,SMOOTH_BRICK
mossystonebricks,SMOOTH_BRICK
mossystonebrickblock,SMOOTH_BRICK
mossystonebb,SMOOTH_BRICK
mossstonebrick,SMOOTH_BRICK
mossstonebricks,SMOOTH_BRICK
mossstonebrickblock,SMOOTH_BRICK
mossstonebb,SMOOTH_BRICK
mstonebrick,SMOOTH_BRICK
mstonebricks,SMOOTH_BRICK
mstonebrickblock,SMOOTH_BRICK
mstonebb,SMOOTH_BRICK
mosssbrick,SMOOTH_BRICK
mosssbricks,SMOOTH_BRICK
mosssbrickblock,SMOOTH_BRICK
mosssbb,SMOOTH_BRICK
msbrick,SMOOTH_BRICK
msbricks,SMOOTH_BRICK
msbrickblock,SMOOTH_BRICK
crackedstone,SMOOTH_BRICK
crackedstonebrick,SMOOTH_BRICK
crackedstonebricks,SMOOTH_BRICK
crackedstonebrickblock,SMOOTH_BRICK
crackedstonebb,SMOOTH_BRICK
crackstonebrick,SMOOTH_BRICK
crackstonebricks,SMOOTH_BRICK
crackstonebrickblock,SMOOTH_BRICK
crackstonebb,SMOOTH_BRICK
crstonebrick,SMOOTH_BRICK
crstonebricks,SMOOTH_BRICK
crstonebrickblock,SMOOTH_BRICK
crstonebb,SMOOTH_BRICK
cracksbrick,SMOOTH_BRICK
cracksbricks,SMOOTH_BRICK
cracksbrickblock,SMOOTH_BRICK
cracksbb,SMOOTH_BRICK
crsbrick,SMOOTH_BRICK
crsbricks,SMOOTH_BRICK
crsbrickblock,SMOOTH_BRICK
circlestone,SMOOTH_BRICK
circlestonebrick,SMOOTH_BRICK
circlestonebricks,SMOOTH_BRICK
circlestonebrickblock,SMOOTH_BRICK
circlestonebb,SMOOTH_BRICK
cistonebrick,SMOOTH_BRICK
cistonebricks,SMOOTH_BRICK
cistonebrickblock,SMOOTH_BRICK
cistonebb,SMOOTH_BRICK
circlesbrick,SMOOTH_BRICK
circlesbricks,SMOOTH_BRICK
circlesbrickblock,SMOOTH_BRICK
circlesbb,SMOOTH_BRICK
cisbrick,SMOOTH_BRICK
cisbricks,SMOOTH_BRICK
cisbrickblock,SMOOTH_BRICK
giantredmushroom,HUGE_MUSHROOM_1
hugeredmushroom,HUGE_MUSHROOM_1
bigredmushroom,HUGE_MUSHROOM_1
gredmushroom,HUGE_MUSHROOM_1
hredmushroom,HUGE_MUSHROOM_1
bredmushroom,HUGE_MUSHROOM_1
giantrmushroom,HUGE_MUSHROOM_1
hugermushroom,HUGE_MUSHROOM_1
bigrmushroom,HUGE_MUSHROOM_1
grmushroom,HUGE_MUSHROOM_1
hrmushroom,HUGE_MUSHROOM_1
brmushroom,HUGE_MUSHROOM_1
giantredmush,HUGE_MUSHROOM_1
hugeredmush,HUGE_MUSHROOM_1
bigredmush,HUGE_MUSHROOM_1
gredmush,HUGE_MUSHROOM_1
hredmush,HUGE_MUSHROOM_1
bredmush,HUGE_MUSHROOM_1
giantrmush,HUGE_MUSHROOM_1
hugermush,HUGE_MUSHROOM_1
bigrmush,HUGE_MUSHROOM_1
grmush,HUGE_MUSHROOM_1
hrmush,HUGE_MUSHROOM_1
brmush,HUGE_MUSHROOM_1
giantbrownmushroom,HUGE_MUSHROOM_2
hugebrownmushroom,HUGE_MUSHROOM_2
bigbrownmushroom,HUGE_MUSHROOM_2
gbrownmushroom,HUGE_MUSHROOM_2
hbrownmushroom,HUGE_MUSHROOM_2
bbrownmushroom,HUGE_MUSHROOM_2
giantbmushroom,HUGE_MUSHROOM_2
hugebmushroom,HUGE_MUSHROOM_2
bigbmushroom,HUGE_MUSHROOM_2
gbmushroom,HUGE_MUSHROOM_2
hbmushroom,HUGE_MUSHROOM_2
bbmushroom,HUGE_MUSHROOM_2
giantbrownmush,HUGE_MUSHROOM_2
hugebrownmush,HUGE_MUSHROOM_2
bigbrownmush,HUGE_MUSHROOM_2
gbrownmush,HUGE_MUSHROOM_2
hbrownmush,HUGE_MUSHROOM_2
bbrownmush,HUGE_MUSHROOM_2
giantbmush,HUGE_MUSHROOM_2
hugebmush,HUGE_MUSHROOM_2
bigbmush,HUGE_MUSHROOM_2
gbmush,HUGE_MUSHROOM_2
hbmush,HUGE_MUSHROOM_2
bbmush,HUGE_MUSHROOM_2
ironbars,IRON_FENCE
ironbarsb,IRON_FENCE
ironbarsblock,IRON_FENCE
ironfence,IRON_FENCE
metalbars,IRON_FENCE
metalbarsb,IRON_FENCE
metalbarsblock,IRON_FENCE
metalfence,IRON_FENCE
jailbars,IRON_FENCE
jailbarsb,IRON_FENCE
jailbarsblock,IRON_FENCE
jailfence,IRON_FENCE
mbars,IRON_FENCE
mbarsb,IRON_FENCE
mbarsblock,IRON_FENCE
mfence,IRON_FENCE
jbars,IRON_FENCE
jbarsb,IRON_FENCE
jbarsblock,IRON_FENCE
jfence,IRON_FENCE
ibars,IRON_FENCE
ibarsb,IRON_FENCE
ibarsblock,IRON_FENCE
ifence,IRON_FENCE
glasspane,THIN_GLASS
glassp,THIN_GLASS
paneglass,THIN_GLASS
pglass,THIN_GLASS
flatglass,THIN_GLASS
fglass,THIN_GLASS
skinnyglass,THIN_GLASS
glassflat,THIN_GLASS
glassf,THIN_GLASS
glassskinny,THIN_GLASS
glasss,THIN_GLASS
melon,MELON_BLOCK
watermelon,MELON_BLOCK
greenmelon,MELON_BLOCK
melongreen,MELON_BLOCK
melonblock,MELON_BLOCK
watermelonblock,MELON_BLOCK
greenmelonblock,MELON_BLOCK
vines,VINE
vine,VINE
greenvines,VINE
greenvine,VINE
gardenvines,VINE
gardenvine,VINE
vinesgreen,VINE
vinegreen,VINE
vinesgarden,VINE
vinegarden,VINE
vinesg,VINE
vineg,VINE
gvines,VINE
gvine,VINE
woodgate,FENCE_GATE
woodenfencegate,FENCE_GATE
wfencegate,FENCE_GATE
woodfencegate,FENCE_GATE
woodengate,FENCE_GATE
wgate,FENCE_GATE
gate,FENCE_GATE
gardengate,FENCE_GATE
ggate,FENCE_GATE
fencegate,FENCE_GATE
fgate,FENCE_GATE
brickstairs,BRICK_STAIRS
redbrickstairs,BRICK_STAIRS
redbstairs,BRICK_STAIRS
rbrickstairs,BRICK_STAIRS
bstairs,BRICK_STAIRS
redstairs,BRICK_STAIRS
brickstair,BRICK_STAIRS
redbrickstair,BRICK_STAIRS
redbstair,BRICK_STAIRS
rbrickstair,BRICK_STAIRS
bstair,BRICK_STAIRS
redstair,BRICK_STAIRS
stonebrickstairs,SMOOTH_STAIRS
stonebstairs,SMOOTH_STAIRS
sbstairs,SMOOTH_STAIRS
cementbrickstairs,SMOOTH_STAIRS
cementstairs,SMOOTH_STAIRS
cementbstairs,SMOOTH_STAIRS
cbstairs,SMOOTH_STAIRS
greybrickstairs,SMOOTH_STAIRS
greybstairs,SMOOTH_STAIRS
greystairs,SMOOTH_STAIRS
mycelium,MYCEL
purplegrass,MYCEL
pinkgrass,MYCEL
mycel,MYCEL
swampgrass,MYCEL
sgrass,MYCEL
mushroomgrass,MYCEL
mushgrass,MYCEL
lilypad,WATER_LILY
waterlily,WATER_LILY
lily,WATER_LILY
swamppad,WATER_LILY
lpad,WATER_LILY
wlily,WATER_LILY
netherbrickblock,NETHER_BRICK
hellbrickblock,NETHER_BRICK
deathbrickblock,NETHER_BRICK
nbrickblock,NETHER_BRICK
hbrickblock,NETHER_BRICK
dbrickblock,NETHER_BRICK
netherbblock,NETHER_BRICK
hellbblock,NETHER_BRICK
deathbblock,NETHER_BRICK
nbblock,NETHER_BRICK
hbblock,NETHER_BRICK
dbblock,NETHER_BRICK
netherbrickfence,NETHER_FENCE
hellbrickfence,NETHER_FENCE
nbrickfence,NETHER_FENCE
hbrickfence,NETHER_FENCE
netherbfence,NETHER_FENCE
hellbfence,NETHER_FENCE
netherfence,NETHER_FENCE
hellfence,NETHER_FENCE
nbfence,NETHER_FENCE
hbfence,NETHER_FENCE
nfence,NETHER_FENCE
hfence,NETHER_FENCE
netherbrickstairs,NETHER_BRICK_STAIRS
hellbrickstairs,NETHER_BRICK_STAIRS
nbrickstairs,NETHER_BRICK_STAIRS
hbrickstairs,NETHER_BRICK_STAIRS
netherbstairs,NETHER_BRICK_STAIRS
hellbstairs,NETHER_BRICK_STAIRS
netherstairs,NETHER_BRICK_STAIRS
hellstairs,NETHER_BRICK_STAIRS
nbstairs,NETHER_BRICK_STAIRS
hbstairs,NETHER_BRICK_STAIRS
nstairs,NETHER_BRICK_STAIRS
hstairs,NETHER_BRICK_STAIRS
netherbrickstair,NETHER_BRICK_STAIRS
hellbrickstair,NETHER_BRICK_STAIRS
nbrickstair,NETHER_BRICK_STAIRS
hbrickstair,NETHER_BRICK_STAIRS
netherbstair,NETHER_BRICK_STAIRS
hellbstair,NETHER_BRICK_STAIRS
netherstair,NETHER_BRICK_STAIRS
hellstair,NETHER_BRICK_STAIRS
nbstair,NETHER_BRICK_STAIRS
hbstair,NETHER_BRICK_STAIRS
nstair,NETHER_BRICK_STAIRS
hstair,NETHER_BRICK_STAIRS
enchantmenttable,ENCHANTMENT_TABLE
enchantingtable,ENCHANTMENT_TABLE
enchanttable,ENCHANTMENT_TABLE
etable,ENCHANTMENT_TABLE
magicaltable,ENCHANTMENT_TABLE
magictable,ENCHANTMENT_TABLE
mtable,ENCHANTMENT_TABLE
enchantmentdesk,ENCHANTMENT_TABLE
enchantingdesk,ENCHANTMENT_TABLE
enchantdesk,ENCHANTMENT_TABLE
edesk,ENCHANTMENT_TABLE
magicaldesk,ENCHANTMENT_TABLE
magicdesk,ENCHANTMENT_TABLE
mdesk,ENCHANTMENT_TABLE
booktable,ENCHANTMENT_TABLE
bookdesk,ENCHANTMENT_TABLE
btable,ENCHANTMENT_TABLE
bdesk,ENCHANTMENT_TABLE
enderportal,ENDER_PORTAL
endergoo,ENDER_PORTAL
endgoo,ENDER_PORTAL
endportal,ENDER_PORTAL
egoo,ENDER_PORTAL
eportal,ENDER_PORTAL
enderportalframe,ENDER_PORTAL_FRAME
endportalframe,ENDER_PORTAL_FRAME
endgooframe,ENDER_PORTAL_FRAME
endergooframe,ENDER_PORTAL_FRAME
egooframe,ENDER_PORTAL_FRAME
eportalframe,ENDER_PORTAL_FRAME
enderframe,ENDER_PORTAL_FRAME
endframe,ENDER_PORTAL_FRAME
enderstone,ENDER_STONE
endstone,ENDER_STONE
endrock,ENDER_STONE
enderrock,ENDER_STONE
erock,ENDER_STONE
estone,ENDER_STONE
enderdragonegg,DRAGON_EGG
endegg,DRAGON_EGG
dragonegg,DRAGON_EGG
degg,DRAGON_EGG
bossegg,DRAGON_EGG
begg,DRAGON_EGG
redstonelamp,REDSTONE_LAMP_OFF
redlamp,REDSTONE_LAMP_OFF
rslamp,REDSTONE_LAMP_OFF
woodendoublestep,WOOD_DOUBLE_STEP
woodendstep,WOOD_DOUBLE_STEP
wooddoublestep,WOOD_DOUBLE_STEP
wooddstep,WOOD_DOUBLE_STEP
wdoublestep,WOOD_DOUBLE_STEP
wdstep,WOOD_DOUBLE_STEP
doublewoodenstep,WOOD_DOUBLE_STEP
dwoodenstep,WOOD_DOUBLE_STEP
doublewoodstep,WOOD_DOUBLE_STEP
dwoodstep,WOOD_DOUBLE_STEP
doublewstep,WOOD_DOUBLE_STEP
dwstep,WOOD_DOUBLE_STEP
woodendoubleslab,WOOD_DOUBLE_STEP
woodendslab,WOOD_DOUBLE_STEP
wooddoubleslab,WOOD_DOUBLE_STEP
wooddslab,WOOD_DOUBLE_STEP
wdoubleslab,WOOD_DOUBLE_STEP
wdslab,WOOD_DOUBLE_STEP
doublewoodenslab,WOOD_DOUBLE_STEP
dwoodenslab,WOOD_DOUBLE_STEP
doublewoodslab,WOOD_DOUBLE_STEP
dwoodslab,WOOD_DOUBLE_STEP
doublewslab,WOOD_DOUBLE_STEP
dwslab,WOOD_DOUBLE_STEP
woodendoublehalfblock,WOOD_DOUBLE_STEP
woodendhalfblock,WOOD_DOUBLE_STEP
wooddoublehalfblock,WOOD_DOUBLE_STEP
wooddhalfblock,WOOD_DOUBLE_STEP
wdoublehalfblock,WOOD_DOUBLE_STEP
wdhalfblock,WOOD_DOUBLE_STEP
doublewoodenhalfblock,WOOD_DOUBLE_STEP
dwoodenhalfblock,WOOD_DOUBLE_STEP
doublewoodhalfblock,WOOD_DOUBLE_STEP
dwoodhalfblock,WOOD_DOUBLE_STEP
doublewhalfblock,WOOD_DOUBLE_STEP
dwhalfblock,WOOD_DOUBLE_STEP
oakwoodendoublehalfblock,WOOD_DOUBLE_STEP
oakwoodendhalfblock,WOOD_DOUBLE_STEP
oakwooddoublehalfblock,WOOD_DOUBLE_STEP
oakwooddhalfblock,WOOD_DOUBLE_STEP
oakwdoublehalfblock,WOOD_DOUBLE_STEP
oakwdhalfblock,WOOD_DOUBLE_STEP
oakdoublewoodenhalfblock,WOOD_DOUBLE_STEP
oakdwoodenhalfblock,WOOD_DOUBLE_STEP
oakdoublewoodhalfblock,WOOD_DOUBLE_STEP
oakdwoodhalfblock,WOOD_DOUBLE_STEP
oakdoublewhalfblock,WOOD_DOUBLE_STEP
oakdwhalfblock,WOOD_DOUBLE_STEP
oakdoublehalfblock,WOOD_DOUBLE_STEP
oakdhalfblock,WOOD_DOUBLE_STEP
odhalfblock,WOOD_DOUBLE_STEP
oakwoodendoublestep,WOOD_DOUBLE_STEP
oakwoodendstep,WOOD_DOUBLE_STEP
oakwooddoublestep,WOOD_DOUBLE_STEP
oakwooddstep,WOOD_DOUBLE_STEP
oakwdoublestep,WOOD_DOUBLE_STEP
oakwdstep,WOOD_DOUBLE_STEP
oakdoublewoodenstep,WOOD_DOUBLE_STEP
oakdwoodenstep,WOOD_DOUBLE_STEP
oakdoublewoodstep,WOOD_DOUBLE_STEP
oakdwoodstep,WOOD_DOUBLE_STEP
oakdoublewstep,WOOD_DOUBLE_STEP
oakdwstep,WOOD_DOUBLE_STEP
oakdoublestep,WOOD_DOUBLE_STEP
oakdstep,WOOD_DOUBLE_STEP
odstep,WOOD_DOUBLE_STEP
oakwoodendoubleslab,WOOD_DOUBLE_STEP
oakwoodendslab,WOOD_DOUBLE_STEP
oakwooddoubleslab,WOOD_DOUBLE_STEP
oakwooddslab,WOOD_DOUBLE_STEP
oakwdoubleslab,WOOD_DOUBLE_STEP
oakwdslab,WOOD_DOUBLE_STEP
oakdoublewoodenslab,WOOD_DOUBLE_STEP
oakdwoodenslab,WOOD_DOUBLE_STEP
oakdoublewoodslab,WOOD_DOUBLE_STEP
oakdwoodslab,WOOD_DOUBLE_STEP
oakdoublewslab,WOOD_DOUBLE_STEP
oakdwslab,WOOD_DOUBLE_STEP
oakdoubleslab,WOOD_DOUBLE_STEP
oakdslab,WOOD_DOUBLE_STEP
odslab,WOOD_DOUBLE_STEP
sprucewoodendoublestep,WOOD_DOUBLE_STEP
sprucewoodendstep,WOOD_DOUBLE_STEP
sprucewooddoublestep,WOOD_DOUBLE_STEP
sprucewooddstep,WOOD_DOUBLE_STEP
sprucewdoublestep,WOOD_DOUBLE_STEP
sprucewdstep,WOOD_DOUBLE_STEP
sprucedoublewoodenstep,WOOD_DOUBLE_STEP
sprucedwoodenstep,WOOD_DOUBLE_STEP
sprucedoublewoodstep,WOOD_DOUBLE_STEP
sprucedwoodstep,WOOD_DOUBLE_STEP
sprucedoublewstep,WOOD_DOUBLE_STEP
sprucedwstep,WOOD_DOUBLE_STEP
sprucedoublestep,WOOD_DOUBLE_STEP
sprucedstep,WOOD_DOUBLE_STEP
sprucewoodendoubleslab,WOOD_DOUBLE_STEP
sprucewoodendslab,WOOD_DOUBLE_STEP
sprucewooddoubleslab,WOOD_DOUBLE_STEP
sprucewooddslab,WOOD_DOUBLE_STEP
sprucewdoubleslab,WOOD_DOUBLE_STEP
sprucewdslab,WOOD_DOUBLE_STEP
sprucedoublewoodenslab,WOOD_DOUBLE_STEP
sprucedwoodenslab,WOOD_DOUBLE_STEP
sprucedoublewoodslab,WOOD_DOUBLE_STEP
sprucedwoodslab,WOOD_DOUBLE_STEP
sprucedoublewslab,WOOD_DOUBLE_STEP
sprucedwslab,WOOD_DOUBLE_STEP
sprucedoubleslab,WOOD_DOUBLE_STEP
sprucedslab,WOOD_DOUBLE_STEP
sprucewoodendoublehalfblock,WOOD_DOUBLE_STEP
sprucewoodendhalfblock,WOOD_DOUBLE_STEP
sprucewooddoublehalfblock,WOOD_DOUBLE_STEP
